time,student_id,phonelock_duration_min
2013-03-24 09:47:00,1,465.0
2013-03-24 10:18:43,1,465.0
2013-03-24 10:30:03,1,465.0
2013-03-24 10:48:22,1,465.0
2013-03-27 04:39:21,1,465.0
2013-03-27 04:45:45,1,465.0
2013-03-27 14:39:45,1,126.0
2013-03-27 16:46:46,1,110.0
2013-03-27 23:31:02,1,86.0
2013-03-28 17:48:21,1,71.0
2013-03-28 19:53:16,1,68.0
2013-03-28 21:02:16,1,132.0
2013-03-28 23:53:09,1,102.0
2013-03-29 00:37:24,1,102.0
2013-03-29 02:21:29,1,72.0
2013-03-29 04:26:22,1,485.0
2013-03-29 16:30:34,1,240.0
2013-03-29 19:45:25,1,148.0
2013-03-29 21:24:06,1,148.0
2013-03-29 23:53:12,1,116.0
2013-03-30 00:32:58,1,116.0
2013-03-30 02:32:27,1,111.0
2013-03-30 04:23:53,1,85.0
2013-03-30 05:49:25,1,581.0
2013-03-30 15:31:30,1,175.0
2013-03-30 18:45:46,1,239.0
2013-03-30 22:27:26,1,225.0
2013-03-30 22:53:41,1,225.0
2013-03-31 04:19:54,1,594.0
2013-03-31 16:13:24,1,71.0
2013-03-31 17:25:31,1,319.0
2013-03-31 18:49:27,1,557.0
2013-03-31 22:51:28,1,557.0
2013-04-01 02:45:54,1,436.0
2013-04-01 08:09:48,1,436.0
2013-04-01 16:16:38,1,67.0
2013-04-01 17:24:39,1,468.0
2013-04-02 16:50:34,1,552.0
2013-04-03 02:03:34,1,239.0
2013-04-03 06:03:04,1,361.0
2013-04-03 06:31:36,1,361.0
2013-04-03 12:33:17,1,79.0
2013-04-03 14:04:38,1,81.0
2013-04-03 16:14:30,1,150.0
2013-04-03 18:45:07,1,495.0
2013-04-04 03:28:50,1,77.0
2013-04-04 07:28:35,1,434.0
2013-04-04 16:53:46,1,434.0
2013-04-05 00:08:44,1,119.0
2013-04-05 02:11:31,1,70.0
2013-04-05 03:22:14,1,100.0
2013-04-05 05:03:31,1,584.0
2013-04-05 06:08:42,1,130.0
2013-04-05 14:48:42,1,130.0
2013-04-05 16:59:51,1,266.0
2013-04-05 21:47:08,1,72.0
2013-04-05 23:00:51,1,61.0
2013-04-06 00:17:55,1,321.0
2013-04-06 01:26:41,1,74.0
2013-04-06 09:39:30,1,74.0
2013-04-06 17:57:36,1,74.0
2013-04-06 19:11:49,1,173.0
2013-04-06 22:05:53,1,71.0
2013-04-06 23:18:09,1,274.0
2013-04-07 03:52:49,1,97.0
2013-04-07 18:07:12,1,502.0
2013-04-07 21:21:54,1,231.0
2013-04-08 02:30:19,1,231.0
2013-04-08 07:40:08,1,444.0
2013-04-08 15:27:29,1,269.0
2013-04-08 19:57:02,1,60.0
2013-04-08 22:45:54,1,124.0
2013-04-09 01:30:50,1,79.0
2013-04-09 04:50:01,1,320.0
2013-04-09 17:38:45,1,320.0
2013-04-09 23:02:22,1,148.0
2013-04-10 01:36:04,1,315.0
2013-04-10 02:59:22,1,335.0
2013-04-10 06:55:02,1,335.0
2013-04-10 14:03:32,1,108.0
2013-04-10 16:26:02,1,127.0
2013-04-10 18:38:12,1,204.0
2013-04-10 22:03:38,1,119.0
2013-04-10 22:33:15,1,119.0
2013-04-11 00:32:05,1,310.0
2013-04-11 02:03:16,1,416.0
2013-04-11 05:42:33,1,416.0
2013-04-11 12:39:14,1,111.0
2013-04-11 15:12:05,1,133.0
2013-04-11 17:26:00,1,226.0
2013-04-11 21:13:00,1,60.0
2013-04-11 22:53:12,1,327.0
2013-04-12 02:44:19,1,416.0
2013-04-12 05:45:14,1,416.0
2013-04-12 12:41:50,1,88.0
2013-04-12 14:12:08,1,96.0
2013-04-12 16:28:49,1,323.0
2013-04-12 21:52:36,1,79.0
2013-04-12 23:13:19,1,130.0
2013-04-13 15:58:43,1,67.0
2013-04-13 17:06:30,1,107.0
2013-04-13 18:54:44,1,102.0
2013-04-13 20:37:36,1,221.0
2013-04-13 22:54:36,1,98.0
2013-04-14 00:40:32,1,98.0
2013-04-14 02:19:51,1,63.0
2013-04-14 14:26:17,1,182.0
2013-04-14 17:28:59,1,104.0
2013-04-14 23:14:15,1,486.0
2013-04-15 06:55:45,1,486.0
2013-04-15 15:03:18,1,194.0
2013-04-15 18:18:43,1,213.0
2013-04-15 22:17:03,1,63.0
2013-04-16 01:52:24,1,259.0
2013-04-16 04:24:02,1,259.0
2013-04-16 14:09:32,1,259.0
2013-04-16 18:29:58,1,240.0
2013-04-17 03:17:22,1,229.0
2013-04-17 04:01:47,1,229.0
2013-04-17 07:07:30,1,397.0
2013-04-17 15:04:36,1,87.0
2013-04-17 16:37:10,1,223.0
2013-04-17 21:49:55,1,332.0
2013-04-18 03:23:44,1,136.0
2013-04-18 05:40:53,1,539.0
2013-04-18 14:41:12,1,66.0
2013-04-18 16:57:45,1,213.0
2013-04-18 20:35:06,1,72.0
2013-04-18 21:51:42,1,76.0
2013-04-18 23:53:24,1,93.0
2013-04-19 00:32:42,1,93.0
2013-04-19 01:30:13,1,77.0
2013-04-19 14:04:45,1,60.0
2013-04-19 15:05:22,1,168.0
2013-04-19 17:54:09,1,530.0
2013-04-20 06:44:52,1,87.0
2013-04-20 15:32:59,1,87.0
2013-04-20 22:00:26,1,263.0
2013-04-21 02:25:01,1,215.0
2013-04-21 06:01:25,1,415.0
2013-04-21 12:57:14,1,196.0
2013-04-21 16:14:29,1,426.0
2013-04-21 23:21:34,1,207.0
2013-04-22 02:55:18,1,153.0
2013-04-22 05:29:06,1,485.0
2013-04-22 13:58:40,1,536.0
2013-04-22 22:55:52,1,75.0
2013-04-23 01:24:54,1,108.0
2013-04-23 05:45:50,1,506.0
2013-04-23 14:13:49,1,136.0
2013-04-23 16:31:22,1,130.0
2013-04-23 19:20:38,1,198.0
2013-04-23 22:41:43,1,93.0
2013-04-24 06:22:37,1,575.0
2013-04-24 16:48:01,1,325.0
2013-04-24 22:32:47,1,360.0
2013-04-25 05:18:38,1,74.0
2013-04-25 06:33:52,1,594.0
2013-04-25 16:36:14,1,239.0
2013-04-25 23:01:24,1,433.0
2013-04-26 06:18:07,1,450.0
2013-04-26 15:22:20,1,264.0
2013-04-26 18:03:22,1,219.0
2013-04-26 19:47:45,1,219.0
2013-04-26 23:27:53,1,281.0
2013-04-27 05:16:31,1,520.0
2013-04-27 13:56:55,1,62.0
2013-04-27 14:59:59,1,143.0
2013-04-27 18:03:50,1,583.0
2013-04-28 03:51:55,1,69.0
2013-04-28 07:47:46,1,129.0
2013-04-28 15:34:35,1,129.0
2013-04-28 18:29:20,1,440.0
2013-04-28 19:34:02,1,79.0
2013-04-28 21:44:49,1,79.0
2013-04-29 01:52:24,1,79.0
2013-04-29 03:14:20,1,85.0
2013-04-29 05:50:08,1,526.0
2013-04-29 06:16:04,1,526.0
2013-04-29 15:03:23,1,472.0
2013-04-29 23:52:04,1,126.0
2013-04-30 05:58:15,1,139.0
2013-04-30 17:22:36,1,139.0
2013-04-30 19:42:15,1,80.0
2013-04-30 23:16:31,1,372.0
2013-05-01 05:36:28,1,567.0
2013-05-01 15:04:22,1,505.0
2013-05-01 23:33:35,1,114.0
2013-05-02 01:59:50,1,242.0
2013-05-02 06:03:04,1,410.0
2013-05-02 12:53:51,1,484.0
2013-05-02 21:38:25,1,191.0
2013-05-03 00:50:13,1,160.0
2013-05-03 03:31:12,1,197.0
2013-05-03 06:49:03,1,418.0
2013-05-03 13:48:05,1,251.0
2013-05-03 18:17:55,1,60.0
2013-05-03 19:26:26,1,586.0
2013-05-04 05:13:13,1,445.0
2013-05-04 12:38:55,1,125.0
2013-05-07 05:04:20,1,165.0
2013-05-08 00:04:17,1,165.0
2013-05-08 02:50:56,1,83.0
2013-05-08 15:01:14,1,97.0
2013-05-08 16:49:35,1,253.0
2013-05-08 21:03:36,1,74.0
2013-05-08 22:18:02,1,421.0
2013-05-09 16:54:26,1,170.0
2013-05-10 05:59:54,1,531.0
2013-05-10 14:51:46,1,120.0
2013-05-13 04:34:52,1,148.0
2013-05-13 07:03:33,1,584.0
2013-05-14 15:48:41,1,275.0
2013-05-14 20:27:28,1,288.0
2013-05-15 04:16:27,1,116.0
2013-05-15 06:13:30,1,461.0
2013-05-15 14:55:15,1,372.0
2013-05-15 21:07:44,1,453.0
2013-05-16 05:02:56,1,102.0
2013-05-16 06:46:19,1,570.0
2013-05-17 05:36:25,1,70.0
2013-05-17 17:00:23,1,277.0
2013-05-17 22:27:30,1,120.0
2013-05-18 01:53:50,1,283.0
2013-05-18 06:37:42,1,485.0
2013-05-19 01:04:58,1,316.0
2013-05-19 16:47:22,1,102.0
2013-05-19 19:05:59,1,344.0
2013-05-20 00:53:41,1,81.0
2013-05-20 02:15:49,1,186.0
2013-05-21 17:25:30,1,277.0
2013-05-21 22:03:09,1,99.0
2013-05-22 00:45:45,1,360.0
2013-05-23 05:21:05,1,83.0
2013-05-23 06:45:00,1,80.0
2013-05-23 08:05:50,1,553.0
2013-05-23 17:19:49,1,142.0
2013-05-23 19:46:30,1,381.0
2013-05-26 06:13:19,1,97.0
2013-05-26 07:51:51,1,494.0
2013-05-26 16:07:15,1,354.0
2013-05-27 18:35:41,1,103.0
2013-05-27 20:53:34,1,66.0
2013-05-27 22:00:18,1,142.0
2013-05-28 01:40:41,1,115.0
2013-05-28 03:37:24,1,169.0
2013-05-28 17:34:38,1,124.0
2013-05-28 19:57:20,1,158.0
2013-05-28 22:35:55,1,73.0
2013-05-28 23:50:10,1,148.0
2013-05-29 02:44:39,1,204.0
2013-05-29 06:11:07,1,85.0
